;words;num_stop_words;words_no_url;duplicate;len_characters;num_words;has_question_mark;has_exclamation_mark;has_multi_quest_exclam;emotji_sent_score;has_pronoun;count_upper;has_hashtag;retweet_count;urls_wiki;urls_moz;reg_age;status_cnt;followers_cnt;friends_cnt;verified;has_desc;has_url;msg_p_day;label
868627465769562114;['mustread', 'jrwrightchdthe', 'last', 'buckaroosizzling?end', 'asmsg', 'western'];4;#MUSTREAD @jrwrightchd THE LAST BUCKAROO Sizzling?End Of An Era?ROMANCE  #ASMSG #Western ;False;135;6;False;False;False;0.0;False;0.348;True;14.0;True;False;1213;849357;132492;124255;False;True;True;700.212;1
868461538297827328;['humans', 'spent', 'time', 'walking', 'moon', 'exploring', 'amazonreef', 'oil', 'co', 'still', 'want', 'drill', 'nearb…'];8;Humans have spent more time walking the Moon than exploring the #AmazonReef, but oil co's still want to drill nearb… ;False;140;13;False;False;False;0.0;False;0.043;True;46.0;True;False;3800;32444;167062;5153;True;True;True;8.538;1
869132743120109568;['album', 'topmusicgermany', 'low', 'country', 'blues', 'low', 'country', 'blues', 'gregg', 'allman', 'topblues', 'amazon', 'deutschland'];2;#Album #TopMusicGermany #6: Low Country Blues: Low Country Blues Gregg Allman |…  #TopBlues #Amazon #Deutschland;False;135;13;False;False;False;0.0;False;0.156;True;0.0;False;False;1956;805627;1148;5;False;True;True;411.875;2
875729735812354050;['amazon', 'us', 'spends', 'billions', 'whole', 'foods', 'amazon', 'wholefoods'];6;Amazon is All of Us, Spends Billions at Whole Foods: #Amazon #WholeFoods  ;False;120;8;False;False;False;0.0;False;0.133;True;2.0;False;False;2726;47430;347718;912;True;True;True;17.399;1
860201710895079425;['got', 'skills', 'develop', 'custom', 'voice', 'application', 'alexa', 'skills', 'kit', 'amazon'];6;Got skills? Develop a custom voice application with the Alexa Skills Kit by Amazon:  ;False;131;10;True;False;False;0.0;False;0.099;False;585.0;False;False;556;1086;26561;5;True;True;True;1.953;1
869003106649948160;['99cents', 'took', 'losing', 'everything', 'find', 'needed', 'shifting', 'heartsby', 'dominieastwick', 'decadentpub', 'shifter'];5;#99cents It took losing everything to find what he needed. SHIFTING HEARTS by @DominiEastwick  @DecadentPub #shifter;False;139;11;False;False;False;0.0;True;0.18;True;1.0;True;False;2350;1407;576;673;False;True;False;0.599;2
882974197554610177;['swan', 'alexandros', 'itunes', 'amazon', 'tokyofm', '?????rt'];2;[Swan]([Alexandros]) iTunes :  Amazon :  #tokyofm #?????RT;False;104;6;False;False;False;0.0;False;0.087;True;0.0;False;False;1151;167769;26;0;False;True;False;145.759;2
862288176097964032;['mentalfloss', 'posts', 'scientists', 'found', 'shark', 'tooth', 'part', 'amazon'];5;#MentalFloss - Posts | Scientists found a shark tooth and part of... #Amazon  ;False;124;8;False;False;False;0.0;False;0.097;True;0.0;False;False;1080;90167;1199;657;False;True;True;83.488;1
869127691592753152;['uk', 'uk', 'amazon', 'users', 'could', 'need', 'tv', 'licence', 'broadbandtvnews', 'bbc', 'tv'];3;UK: UK Amazon users could now need a TV licence  /via @broadbandtvnews /cc @BBC #tv;False;106;11;False;False;False;0.0;False;0.132;True;0.0;False;False;1332;81090;532;1;False;True;True;60.878;1
882864492715139076;['durable', 'kids', 'doctor', 'kit', 'electronic', 'stethoscope', '12', 'medical', 'doctor’s', 'equipment…'];4;Durable Kids Doctor Kit with Electronic Stethoscope and 12 Medical Doctor’s Equipment…  ;False;134;10;False;False;False;0.0;False;0.127;False;1.0;True;False;3124;25844;2652318;154;True;True;True;8.273;2
874918711681011712;['amazon', 'planning', 'sell', 'cars', 'online', 'giant', 'starts', 'hiring', 'new', 'dealer', 'sales', 'staff'];4;Amazon is planning to sell CARS as online giant starts hiring new dealer sales staff ;False;108;12;False;False;False;0.0;False;0.093;False;2.0;False;False;1440;6123;24617;1064;True;True;True;4.252;1
835094878967246848;['billions', 'years', 'ago', 'artificial', 'universe', 'existential', 'sciencefiction…'];7;Billions of years ago, before the artificial universe, there was the Fleet. COMMENCES #Existential #ScienceFiction… ;False;139;7;False;False;False;0.0;False;0.144;True;17.0;True;False;2113;4318;1763;3642;False;True;True;2.044;2
875734288611786753;['qtrresearch', 'crazier', 'still', 'increase', 'market', 'cap', 'amazon', 'entire', 'acquisition', 'wfm', 'amzn', 'b…'];9;@QTRResearch Crazier still is an increase in market cap of Amazon more than the entire acquisition of $WFM. $AMZN b… ;False;140;12;False;False;False;0.0;False;0.129;False;0.0;True;False;3042;61;37;102;False;True;False;0.02;1
868128141331623937;['gon', 'na', 'remind', 'preorder', 'amazon…'];5;Gonna remind you: you can preorder UNSUB.    @indiebound   @amazon… ;False;137;5;False;False;False;0.0;True;0.109;False;4.0;True;False;2602;24272;5779;1133;True;True;True;9.328;2
875733840026890240;['cramer', 'says', 'amazon', 'dominate', 'food', 'within', 'next', 'two', 'years', 'whole', 'foods', 'deal', 'amzn'];5;Cramer says Amazon will dominate food within the next two years with Whole Foods deal $AMZN  ;False;139;13;False;False;False;0.0;False;0.122;False;1.0;False;False;929;385169;2159;75;False;True;True;414.606;1
879987383009202176;['???', 'win', '100', 'amazon', 'gc', '???', 'plus', 'historicalromance', 'desire', 'outlander', 'via', 'joannewadsworth'];3;??? #WIN $100 Amazon GC ??? Plus ANY #HistoricalRomance You Desire #Outlander  via @JoanneWadsworth;False;122;12;False;False;False;0.0;True;0.18;True;0.0;False;False;2999;441596;4147;4946;False;True;True;147.248;2
883266161936404481;['romance', 'deception', 'seduction', 'murder', 'get', 'asmsg', 'ian1', 'spub', 'iartg'];4;#Romance -TRapped #deception #seduction #murder Get it Now #asmsg #ian1 #spub #iartg  ;False;132;9;False;False;False;0.0;True;0.136;True;0.0;True;False;1680;309027;16397;15538;False;True;True;183.945;2
876703610922344448;['etretail', 'amazon', 'suspends', 'sellers', 'platinum', 'rights', 'clarity', 'gst'];4;ETRetail | Amazon suspends sellers' platinum rights until further clarity on GST ;False;104;8;False;False;False;0.0;False;0.087;False;3.0;False;False;2887;25104;19381;155;False;True;True;8.696;1
883046160830779392;['“just', 'compelling', '“the', 'bridge', 'caracas', 'want', 'journey', 'books', 'ebooks', 'amazon'];8;“Just as compelling as “The Bridge to Caracas! You will not want the journey to end.”   #books #ebooks #Amazon;False;133;10;False;True;False;0.0;True;0.068;True;56.0;False;False;2898;245693;23973;21350;False;True;True;84.78;2
